|R01|00000000000000000001|S|IF     |SWEDA               |IF ST200            |01.00.01  |20101030|185909|000|10793118000178|123456        |10793118000178|00000000ISENTO|00000000ISENTO|T2TI.COM                                |T2Ti PDV                                |0100      |9e107d9d372bb6826bd81d3542a419d6|20101030|20101030|0105
|R02|00000000000000000001|S|IF ST200            |01|000000|000026|000002|36101028|36101028||1005,70| 
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|009|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|010|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|011|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|012|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|013|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|014|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000263|015|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000422|000265|001|0001234567898 |FITA PAPEL CREPE                                                                                    |10,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|009|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|010|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|011|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000423|000264|012|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000424|000265|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|005|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|006|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|009|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|010|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|011|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|012|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|013|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|014|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|015|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|016|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|017|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000425|000266|018|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|005|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|006|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000267|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000426|000268|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|005|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|006|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|009|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|010|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|011|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|012|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|013|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000268|014|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000427|000269|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|005|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|006|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000269|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000428|000270|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000429|000270|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|005|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|006|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000271|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000430|000272|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|002|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|003|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|004|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|005|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|006|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|007|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|008|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|009|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|010|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|011|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|012|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|013|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|014|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|015|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|016|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000431|000272|017|3011010827133 |TECIDO EM HELANCA                                                                                   |1,00|UND|1,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000432|000273|001|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000432|000273|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000432|000273|003|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000432|000274|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000433|000274|001|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000433|000274|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000434|000275|001|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000434|000275|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000434|000275|003|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000434|000275|004|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000434|000275|005|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000434|000276|001|0407011150500 |FITA P/MAQUINA ELETRICA PERSON                                                                      |1,00|UND|29,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000435|000276|001|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000435|000277|001|0407011150500 |FITA P/MAQUINA ELETRICA PERSON                                                                      |1,00|UND|29,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|001|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|002|0001170000005 |BORRACHA PLASTICA - TK PEQUENA                                                                      |1,00|UND|0,70|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|003|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|004|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|005|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|006|0407011150500 |FITA P/MAQUINA ELETRICA PERSON                                                                      |1,00|UND|29,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|007|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|008|0507021132142 |BUQUE DE ROSAS                                                                                      |1,00|UND|42,60|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000436|000277|009|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000437|000278|001|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000437|000278|002|0001170000005 |BORRACHA PLASTICA - TK PEQUENA                                                                      |1,00|UND|0,70|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000437|000278|003|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000438|000279|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000439|000280|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
